Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery			
1317,France,"One of Bordeaux's more memorable labels (orange nymphs supporting a picture of the chateau), Saransot-Dupré is one of a number of chateaus in Listrac with the Dupré suffix. This is a solid wine, chunky in a typical way for the appellation with plenty of black fruits and balanced tannins. Drink from 2017.",,87,25.0,Bordeaux,Listrac-Médoc,,Bordeaux-style Red Blend,Château Saransot-Dupré			
1320,Spain,"Potent black-plum and black-cherry aromas come with a ton of grainy, spicy oak. This is both fresh and bright as well as dark, brawny and roasted in character. Flavors of ripe blackberry and cherry share the stage with toasty, charred oak and spice flavors in front of an aggressive but tasty finish.",Veraton,89,34.0,Northern Spain,Campo de Borja,,Garnacha,Alto Moncayo			
1321,Italy,"This savory blend of Sangiovese, Merlot, Alicante and a dollop of Petit Verdot and Colorino delivers core flavors of crushed plum and ripe blackberry, accented with notes of white pepper, clove and dried herbs. It's easy drinking and balanced, with fine-grained tannins.",Goghi,89,32.0,Tuscany,Toscana,,Red Blend,Amantis			
1323,France,"Produced from a selection of small parcels, this perfumed wood-aged wine is big and concentrated while also keeping style and balance. It is dark, firm in the center with tannins that are surrounded by juicy acidity and black currant fruits. Keep for a few more months and drink from 2016.",Confidential,89,22.0,Southwest France,Côtes du Marmandais,,Red Blend,Cave du Marmandais			
1324,Portugal,"A jammy, ripe wine that's deliciously full of plum jelly flavors. The dry, dusty tannins are in the background enhancing the structure although still leaving the rich fruit and wood flavors at the front. Drink this full-bodied wine from 2017.",Casaleiro Reserva,89,12.0,Tejo,,,Portuguese Red,Caves Velhas			
1325,France,"This is a ripe, perfumed wine with smooth, generous texture and broad black fruits. An earthy, leathery edge gives extra character, and the suggestion of maturity comes from the wood aging and the ripe berry fruits. Drink now.",Cuvée Prestige,89,26.0,Southwest France,Cahors,,Malbec,Château de Cénac			
1327,France,"Made from the oldest vines on the estate, this ripe and fruity wine is ready to drink. Its tannins are already integrated, leaving a smooth-textured wine that is accompanied by spice and red plum fruit flavors.",O Grand R,89,13.0,Southwest France,Fronton,,Red Blend,Domaine Roumagnac			
1329,Spain,"On the nose, this is challenging: gaseous, oaky aromas of wet cement also contain notes of bitter lettuce, baking spices and general grit. Raw, tannic and abrasive on the palate, this unfolds to offer herbal flavors of berry and plum. Tannic, scratchy, rugged and mildly green on the finish.",Barranc dels Closos,88,25.0,Catalonia,Priorat,,Red Blend,Mas Igneus			
1330,Spain,"Muscular, leathery aromas of dark-berry fruits come with a can't-miss animal element. This Grenache-Carignan blend features a powerful grip and grabby texture. Earthy, jammy flavors of raspberry and plum end with herbal accents, dry spice and the taste of bitter black cherry.",,88,22.0,Catalonia,Priorat,,Red Blend,Clos de Tafall			
1334,France,"While this wine has an attractive honey character, it is only lightly sweet. It's more about acidity balanced with richness and a wonderful orange-zest character that gives a lift as well as bright aftertaste. The wine needs until 2016 to get its full act together.",Pas de Deux,88,,Southwest France,Jurançon,,Gros and Petit Manseng,Domaine Nigri			
1338,Italy,"Here's a savory, easygoing blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Syrah that opens with aromas of red berry and cooking spice. The fresh palate offers black cherries, crushed strawberries, white pepper and a hint of clove alongside bright acidity and fine-grained tannins. Drink now.",Terre More dell'Ammiraglia,88,17.0,Tuscany,Toscana,,Red Blend,Marchesi de' Frescobaldi			
1339,Italy,"A blend of 80% Nebbiolo and 20% Cabernet Sauvignon aged in barriques, this opens with aromas of bell pepper, cedar and red currant. The palate delivers dried black cherries, coffee, mocha and grilled herbs alongside firm, fine-grained tannins.",Sorel,88,35.0,Lombardy,Terrazze Retiche di Sondrio,,Red Blend,Nera			
1340,Portugal,"From one of the great names of Port, this LBV is a richly sweet wine, full of dried fruits, balanced acidity and a soft, smooth texture. It is a generous, very accessible wine.",Late Bottled Vintage,88,20.0,Port,,,Port,Delaforce			
1341,France,"Made from a series of small parcels, this fruity wine shows the fresh side of Malbec. With its gushing purple color and ripe black-plum juice flavors, it's designed to drink young. Try it from 2016.",K-Pot,88,18.0,Southwest France,Cahors,,Malbec,Clos Troteligotte			
1350,France,"There is nothing bashful about this wine. It's big, bold and structured. It holds the potential of great fruitiness as well, a solid core that is surrounded by ripe black berries, just a touch of chocolate and wood. Drink from 2017.",Heart of Darkness,91,,Southwest France,Madiran,,Tannat,Lionel Osmin & Cie			
1352,Italy,"It opens with fragrances of stone fruit, Granny Smith apple and white almonds. The succulent palate delivers juicy pear, white peach, nutmeg, white almond and mineral alongside crisp acidity. It's nicely balanced with great length and finesse.",Mandolara,91,25.0,Lombardy,Lugana,,Turbiana,Le Morette			
1357,Portugal,"Initially this wine is smooth and creamy textured. As it opens up it shows a cool, crisp character, with white apple fruits and layers of spice from wood aging. It's an elegant wine, very balanced already, but likely to age for several years. Drink now and until 2020.",Quinta do Encontro Encontro I Branco,91,40.0,Bairrada,,,Arinto,Dão Sul			
1358,France,"Rich and full in the mouth, this is a wine with structure, tight minera ltexture and beautifully juicy fruit. The acidity is a strong part of this wine, giving a citrus tang to go over the wood aging. Drink from 2016.",Les Chaumées Premier Cru,91,78.0,Burgundy,Chassagne-Montrachet,,Chardonnay,Domaine Vincent Girardin			
1360,France,"An intense and fresh wine that is packed with acidity as well as powerful red fruits. It is breathtakingly fruity at this stage, the structure still developing and giving a delicious perfumed berry character. Drink from 2015.",Château de Bligny Premier Cru,91,65.0,Burgundy,Gevrey-Chambertin,,Pinot Noir,Evening Land			
1364,France,"The second wine of Château Cheval Blanc is packed with wood flavors and spice. A toasty wine, it also has solid tannins plus fragrant fruitiness. Already the fruit is coming through strongly and it is for medium-term aging. Drink from 2017.",Le Petit Cheval,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Cheval Blanc			
1365,France,"Made from Viognier grown in the Gaillac region, this is a rich wine with tropical and yellow fruit flavors. The wood aging shows gently through the fresh fruit and attractive acidity. The wine is ready to drink, but will improve until 2018.",Mas des Merveilles,91,30.0,Southwest France,Côtes du Lot,,Viognier,Château Lagrézette			
1366,France,"This full-throated wine has layers of black fruits, firm tannins and a dense texture. It is rich, the black plum fruits partnered by dark chocolate and licorice. Wood aging still shows and the wine needs to broaden out even more as it ages. Drink from 2018.",,91,,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Les Trois Manoirs			
1367,France,"This marks the first vintage of this Moulis estate under the ownership of the Barton family of Léoville Barton. Already the wine is showing breeding and an understated structure and richness. Lightly perfumed, full of black fruits and integrated tannins, it should age well. Drink from 2017.",,91,22.0,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Mauvesin Barton			
1369,Portugal,"Tannins give a dark, mineral structure. The black fruits, slowly coming through, are still part of this serious purpose, with wood flavors and dry fruits prominent. It still needs aging, so don't drink before 2016.",Casa de Santar Reserva,91,22.0,Dão,,,Portuguese Red,Dão Sul			
1370,France,"Because strong toast aromas show through this wine, its attractive full fruit will need time to come through. The wine, with its firm, almost red-wine structure, needs to age until 2016 before drinking.",,91,60.0,Burgundy,Savigny-lès-Beaune,,Chardonnay,Domaine de Bellene			
1371,France,"This is a powerful, rich blend of Merlot and Cabernet Sauvignon. It has structure, dark tannins, complex red berry fruits and just the right amount of wood aging. With its solid structured foundation that is partnered with the ripe fruits, it's going to age well. Drink from 2016.",Grande Réserve,91,40.0,Southwest France,Côtes du Tarn,,Bordeaux-style Red Blend,Domaine D'en Ségur			
1372,France,"This apricot and honey flavored wine is both rich and fresh. The balance between the sweetness, the botrytis and the acidity is just right. It will go well with blue cheese or pâté. Drink from 2015.",Toute une Histoire,91,,Southwest France,Jurançon,,Petit Manseng,Domaine Nigri			
1374,Portugal,"Named after a 17th-century nun who lived nearby, this wine packs impressive power and concentration. A great weight of solid tannins are paired with luscious red fruits. Its density, dry core and layers of fruit and acidity promise good aging. Drink from 2017.",Mariana,91,,Alentejano,,,Portuguese Red,Herdade do Rocim			
1376,France,"Showing richness, this wine is smooth and well balanced between ripe red berry fruits and generous tannins. The wood aging shows in a slight burnt edge, but this will pass as the wine develops. Drink from 2016.",Pitures Premier Cru,91,74.0,Burgundy,Volnay,,Pinot Noir,Roche de Bellene			
1377,Italy,"This rich, youthful wine is another example of Lugana that is aging gracefully and has more to give. It opens with aromas of citrus, dried apricots and flint that carry over to the palate together with lemon drop, grapefruit and pear, plus fresh acidity. A mineral note marks the start of the long finish. Drink now through 2018.",Del Lupo,91,24.0,Lombardy,Lugana,,Turbiana,Ca' Lojera			
1378,Portugal,"Some wood aging has rounded out this fruity wine. But it has not radically changed its inherent fresh, crisp character. It shows apples, lemon and lime juice and just a touch of spice from wood. The wine is ready to drink but will be best if left until 2015.",Daphne,91,,Vinho Verde,,,Loureiro,Casal Paço Padreiro			
1379,Portugal,"Still firmly tannic, this wine is densely structured and shows good potential. It has dark tannins and rich berry fruits, followed by a more juicy aftertaste. With power and style combining well, it should be aged. Drink from 2017.",Cabeça de Toiro Reserva,91,,Tejo,,,Portuguese Red,Caves Velhas			
1381,Spain,"Raw, lightly leafy red-berry aromas properly announce what amounts to a juicy, snappy Tempranillo with berry, spice and dry oak flavors. A dry feeling, peppery tasting finish is traditional for good, basic Spanish table wine.",Reserva,88,14.0,Central Spain,Valdepeñas,,Tempranillo,Viña Albali			
1384,France,"Tight, nervy and mineral, this crisp and fruity wine needs a few months to develop fully. It's lively with citrus fruits, an herbaceous character and steely aftertaste.",,88,15.0,Bordeaux,Bordeaux Blanc,,Sauvignon Blanc,Prince de Tabourg			
1386,Italy,"Pretty aromas suggest plum, red berry, leather, graphite and eucalyptus. The understated palate isn't as expressive as the nose, but reveals subdued black cherry, black pepper, espresso and oak. Astringent tannins still need to integrate, but for now leave the mouth feeling dried out. Drink after 2020.",Trentaquattro34,88,50.0,Piedmont,Barolo,,Nebbiolo,Rattalino			
1388,Italy,"This opens with aromas of toasted oak, espresso and a hint of tire rubber. The palate displays sweet black cherry extract layered with milk chocolate, coffee and oak alongside bracing tannins and racy acidity. Drink after 2018.",Rocche dell'Annunziata,88,80.0,Piedmont,Barolo,,Nebbiolo,Andrea Oberto			
